Filename,Segments
PD_PERRO_0016.wav,8
HC_O2_0143.wav,20
PD_CARMEN_0078.wav,7
HC_PERRO_0081.wav,7
HC_PATATA_BLANDA_0052.wav,9
HC_A2_0065.wav,12
HC_ABLANDADA_0137.wav,13
PD_E1_0043.wav,16
PD_SOMBRA_0020.wav,12
PD_CALLE_0047.wav,14
HC_A3_0129.wav,20
PD_PAN_VINO_0006.wav,8
PD_E2_0024.wav,18
HC_O2_0121.wav,27
HC_PATAKA_0073.wav,51
HC_BARBAS_0054.wav,22
HC_CALLE_0065.wav,14
HC_PERRO_0082.wav,7
HC_O2_0071.wav,24
HC_TOMAS_0136.wav,10
PD_PERRO_0010.wav,7
HC_CARMEN_0053.wav,6
PD_ACAMPADA_0006.wav,7
HC_CALLE_0081.wav,14
PD_PETACA_BLANCA_0018.wav,13
PD_SOMBRA_0021.wav,20
PD_DIABLO_0004.wav,14
PD_BARBAS_0038.wav,30
PD_BARBAS_0021.wav,26
HC_GANGA_0137.wav,9
HC_U1_0105.wav,18
PD_BURRO_0016.wav,10
HC_SOMBRA_0073.wav,37
HC_PAN_VINO_0053.wav,8
HC_E2_0081.wav,19
HC_MANGA_0130.wav,7
HC_PETACA_BLANCA_0062.wav,11
PD_E3_0027.wav,19
PD_O2_0013.wav,17
PD_TOMAS_0018.wav,7
HC_BURRO_0131.wav,11
PD_CALLE_0038.wav,29
PD_ABLANDADA_0109.wav,13
HC_CALLE_0072.wav,16
HC_U2_0144.wav,9
PD_O2_0046.wav,20
HC_BURRO_0087.wav,9
PD_BARBAS_0113.wav,22
PD_DIABLO_0033.wav,10
HC_BARBAS_0138.wav,21
HC_E1_0132.wav,3
HC_PIDIO_0076.wav,13
HC_BURRO_0062.wav,10
HC_CARMEN_0138.wav,6
PD_CALLE_0018.wav,18
PD_PATAKA_0007.wav,44
PD_SOMBRA_0026.wav,46
PD_O1_0028.wav,19
HC_ESPONTANEA_0062.wav,173
PD_MANGA_0031.wav,7
PD_PERRO_0014.wav,7
HC_CARMEN_0083.wav,0
HC_PATAKA_0133.wav,82
PD_TOMAS_0022.wav,4
PD_GANGA_0042.wav,9
PD_I1_0047.wav,19
PD_I2_0066.wav,24
PD_I3_0023.wav,18
HC_DIABLO_0048.wav,10
HC_A1_0064.wav,16
HC_PETACA_BLANCA_0045.wav,10
HC_GANGA_0055.wav,7
PD_ACAMPADA_0017.wav,7
HC_CALLE_0052.wav,14
PD_PERRO_0039.wav,6
PD_I2_0041.wav,22
HC_MANGA_0081.wav,8
PD_I2_0014.wav,22
HC_MANGA_0061.wav,6
HC_I2_0122.wav,31
PD_CARMEN_0117.wav,8
PD_TOMAS_0043.wav,6
PD_ACAMPADA_0032.wav,6
PD_U1_0067.wav,17
HC_I1_0134.wav,17
PD_E1_0078.wav,20
HC_PERRO_0142.wav,9
PD_PATATA_BLANDA_0040.wav,9
PD_BURRO_0013.wav,8
PD_PERRO_0043.wav,8
PD_I1_0038.wav,24
HC_PIDIO_0130.wav,12
HC_DIABLO_0144.wav,16
HC_PAN_VINO_0065.wav,7
HC_U1_0128.wav,44
PD_BURRO_0025.wav,10
PD_PATATA_BLANDA_0035.wav,8
PD_BARBAS_0031.wav,18
HC_O1_0142.wav,30
PD_I2_0004.wav,12
PD_E1_0033.wav,17
PD_ACAMPADA_0027.wav,6
PD_E2_0111.wav,24
HC_CALLE_0087.wav,17
PD_GANGA_0079.wav,7
PD_CALLE_0021.wav,20
PD_BARBAS_0011.wav,17
HC_PAN_VINO_0144.wav,11
HC_TOMAS_0073.wav,7
PD_I2_0115.wav,13
HC_BURRO_0140.wav,14
HC_PETACA_BLANCA_0131.wav,13
PD_ESPONTANEA_0044.wav,86
HC_I1_0112.wav,28
PD_GANGA_0030.wav,6
HC_BURRO_0071.wav,11
PD_PIDIO_0027.wav,11
HC_E2_0062.wav,21
HC_GANGA_0061.wav,8
HC_I2_0034.wav,26
PD_PATAKA_0025.wav,26
HC_I1_0056.wav,22
HC_SOMBRA_0136.wav,15
PD_PERRO_0115.wav,8
PD_E2_0117.wav,12
HC_DIABLO_0142.wav,16
HC_GANGA_0071.wav,11
PD_PIDIO_0039.wav,11
HC_CALLE_0071.wav,13
PD_SOMBRA_0079.wav,11
HC_SOMBRA_0112.wav,18
HC_O2_0134.wav,10
HC_PERRO_0144.wav,8
PD_GANGA_0027.wav,7
PD_A2_0067.wav,14
PD_A2_0031.wav,16
PD_O2_0035.wav,29
HC_I2_0134.wav,11
HC_A2_0056.wav,1
PD_A2_0046.wav,15
PD_SOMBRA_0041.wav,29
HC_E2_0130.wav,7
HC_A2_0143.wav,25
PD_E2_0038.wav,20
PD_PAN_VINO_0115.wav,8
PD_PETACA_BLANCA_0035.wav,6
PD_PATAKA_0027.wav,108
PD_E1_0039.wav,21
PD_MANGA_0041.wav,11
HC_O1_0052.wav,26
HC_E1_0143.wav,22
PD_I2_0012.wav,21
HC_U1_0036.wav,31
PD_U3_0109.wav,17
PD_DIABLO_0018.wav,17
PD_O2_0077.wav,18
HC_CALLE_0142.wav,15
PD_I1_0079.wav,18
HC_MANGA_0135.wav,6
PD_SOMBRA_0037.wav,18
PD_O3_0028.wav,17
HC_SOMBRA_0060.wav,16
PD_PIDIO_0047.wav,14
HC_SOMBRA_0080.wav,14
PD_E3_0025.wav,17
HC_GANGA_0052.wav,6
PD_DIABLO_0020.wav,12
HC_U1_0061.wav,22
HC_PATATA_BLANDA_0136.wav,11
HC_E2_0135.wav,11
HC_CALLE_0120.wav,11
PD_I2_0047.wav,18
HC_CARMEN_0051.wav,7
PD_PAN_VINO_0008.wav,8
PD_SOMBRA_0039.wav,12
PD_BARBAS_0029.wav,21
PD_BARBAS_0015.wav,26
PD_CALLE_0008.wav,14
HC_CARMEN_0080.wav,6
HC_TOMAS_0105.wav,5
PD_PATAKA_0014.wav,30
PD_DIABLO_0021.wav,18
HC_PATATA_BLANDA_0140.wav,15
PD_E3_0030.wav,17
PD_A3_0028.wav,13
PD_E3_0024.wav,18
HC_E1_0144.wav,21
PD_DIABLO_0058.wav,18
PD_E2_0047.wav,18
PD_PERRO_0070.wav,8
HC_ABLANDADA_0061.wav,12
PD_I2_0009.wav,17
HC_O1_0060.wav,19
PD_CALLE_0030.wav,9
PD_A3_0009.wav,13
PD_PERRO_0046.wav,7
HC_PAN_VINO_0052.wav,10
HC_E2_0049.wav,22
HC_ACAMPADA_0083.wav,11
HC_E2_0141.wav,7
HC_I1_0087.wav,17
PD_PAN_VINO_0004.wav,7
PD_BURRO_0014.wav,10
HC_ESPONTANEA_0116.wav,106
HC_I1_0073.wav,20
HC_CARMEN_0144.wav,7
HC_ACAMPADA_0135.wav,10
PD_PAN_VINO_0018.wav,9
HC_ACAMPADA_0116.wav,9
PD_PIDIO_0006.wav,14
HC_PETACA_BLANCA_0055.wav,8
PD_SOMBRA_0044.wav,16
PD_PIDIO_0117.wav,10
PD_A2_0044.wav,17
HC_SOMBRA_0054.wav,18
PD_A1_0032.wav,16
HC_O3_0034.wav,26
HC_A2_0116.wav,18
HC_A1_0145.wav,15
PD_PIDIO_0008.wav,14
HC_A2_0061.wav,19
PD_ACAMPADA_0026.wav,9
PD_DIABLO_0014.wav,12
PD_BARBAS_0010.wav,23
HC_CARMEN_0045.wav,6
HC_GANGA_0139.wav,9
HC_I1_0141.wav,15
HC_SOMBRA_0072.wav,19
PD_A2_0017.wav,17
PD_DIABLO_0008.wav,18
HC_PETACA_BLANCA_0082.wav,12
PD_ACAMPADA_0039.wav,7
PD_CALLE_0043.wav,10
HC_PERRO_0138.wav,9
PD_ESPONTANEA_0115.wav,169
HC_ABLANDADA_0083.wav,6
HC_CALLE_0064.wav,13
PD_I3_0028.wav,17
HC_GANGA_0034.wav,7
PD_PERRO_0026.wav,9
HC_MANGA_0076.wav,7
HC_PAN_VINO_0060.wav,10
PD_U1_0037.wav,21
HC_PETACA_BLANCA_0120.wav,14
PD_I1_0030.wav,17
PD_PATAKA_0016.wav,87
HC_ESPONTANEA_0121.wav,207
PD_PETACA_BLANCA_0007.wav,11
PD_CALLE_0023.wav,11
PD_PATAKA_0028.wav,64
PD_MANGA_0109.wav,10
PD_PETACA_BLANCA_0077.wav,11
PD_A1_0004.wav,8
PD_I2_0006.wav,20
PD_PERRO_0028.wav,7
HC_PIDIO_0116.wav,15
PD_PIDIO_0066.wav,14
HC_A2_0081.wav,15
PD_BURRO_0009.wav,9
PD_CALLE_0111.wav,16
PD_E1_0025.wav,18
PD_BURRO_0058.wav,13
HC_BARBAS_0141.wav,17
PD_I2_0030.wav,18
HC_CALLE_0131.wav,11
HC_ABLANDADA_0071.wav,16
PD_E1_0010.wav,17
HC_PAN_VINO_0129.wav,10
HC_SOMBRA_0141.wav,13
PD_PATATA_BLANDA_0011.wav,6
HC_U1_0137.wav,36
HC_TOMAS_0049.wav,8
HC_A2_0062.wav,19
PD_O3_0019.wav,18
HC_MANGA_0065.wav,7
HC_DIABLO_0137.wav,18
HC_MANGA_0129.wav,10
PD_BARBAS_0012.wav,19
HC_BURRO_0116.wav,12
HC_CALLE_0061.wav,12
HC_PETACA_BLANCA_0132.wav,11
PD_ACAMPADA_0043.wav,8
PD_PAN_VINO_0032.wav,8
PD_SOMBRA_0011.wav,15
PD_DIABLO_0042.wav,18
PD_PATAKA_0077.wav,54
PD_O2_0044.wav,20
HC_E2_0136.wav,32
HC_TOMAS_0051.wav,7
PD_I1_0020.wav,17
HC_CALLE_0145.wav,17
PD_U1_0013.wav,15
PD_PATATA_BLANDA_0117.wav,11
PD_CALLE_0031.wav,13
HC_BARBAS_0083.wav,15
PD_ESPONTANEA_0023.wav,58
HC_TOMAS_0138.wav,5
PD_E1_0024.wav,18
HC_I2_0051.wav,27
HC_SOMBRA_0105.wav,14
HC_DIABLO_0053.wav,19
PD_CALLE_0027.wav,11
HC_CALLE_0074.wav,15
PD_CARMEN_0026.wav,5
HC_O2_0120.wav,22
PD_I2_0025.wav,17
PD_E1_0004.wav,11
HC_DIABLO_0060.wav,17
HC_CARMEN_0105.wav,7
HC_U1_0086.wav,18
PD_PERRO_0066.wav,8
HC_I1_0064.wav,18
HC_BARBAS_0128.wav,23
HC_PAN_VINO_0071.wav,9
PD_PIDIO_0021.wav,17
HC_TOMAS_0140.wav,6
HC_E2_0055.wav,21
PD_SOMBRA_0035.wav,11
HC_BURRO_0054.wav,11
PD_CARMEN_0013.wav,8
HC_O2_0054.wav,22
PD_O1_0040.wav,21
HC_A2_0138.wav,7
PD_PATAKA_0115.wav,28
HC_I2_0082.wav,18
PD_CALLE_0029.wav,17
PD_O2_0115.wav,13
HC_ACAMPADA_0144.wav,19
PD_CARMEN_0020.wav,4
HC_O2_0062.wav,19
PD_PAN_VINO_0011.wav,5
PD_PAN_VINO_0007.wav,9
PD_A2_0015.wav,24
PD_PERRO_0067.wav,7
PD_PERRO_0021.wav,6
PD_TOMAS_0079.wav,8
PD_PAN_VINO_0028.wav,7
HC_ABLANDADA_0065.wav,14
HC_A2_0048.wav,19
PD_A1_0079.wav,14
PD_A2_0024.wav,18
HC_CALLE_0082.wav,13
HC_GANGA_0076.wav,9
PD_CARMEN_0027.wav,5
HC_O1_0071.wav,20
PD_DIABLO_0019.wav,15
PD_A1_0033.wav,16
PD_MANGA_0006.wav,5
PD_U1_0019.wav,17
HC_BARBAS_0052.wav,18
PD_U1_0026.wav,17
HC_SOMBRA_0055.wav,12
PD_GANGA_0011.wav,4
HC_PETACA_BLANCA_0036.wav,10
PD_O1_0037.wav,25
PD_ACAMPADA_0058.wav,9
PD_PAN_VINO_0010.wav,7
PD_A1_0007.wav,16
PD_ABLANDADA_0009.wav,11
PD_ABLANDADA_0037.wav,9
HC_PATATA_BLANDA_0087.wav,10
PD_DIABLO_0009.wav,14
PD_O2_0004.wav,14
HC_O1_0063.wav,23
PD_E2_0012.wav,20
HC_A2_0144.wav,12
HC_E1_0137.wav,36
PD_PIDIO_0022.wav,18
HC_E1_0136.wav,37
HC_PATATA_BLANDA_0053.wav,11
PD_BURRO_0026.wav,9
PD_O3_0024.wav,18
HC_SOMBRA_0061.wav,18
PD_U2_0117.wav,12
PD_SOMBRA_0031.wav,18
HC_I1_0065.wav,18
PD_ABLANDADA_0023.wav,22
PD_GANGA_0012.wav,9
HC_GANGA_0121.wav,10
HC_TOMAS_0086.wav,6
PD_MANGA_0070.wav,6
PD_A2_0079.wav,14
HC_MANGA_0045.wav,8
PD_ACAMPADA_0042.wav,10
PD_ABLANDADA_0014.wav,10
HC_CARMEN_0064.wav,7
HC_PATATA_BLANDA_0045.wav,11
HC_MANGA_0051.wav,7
PD_PATATA_BLANDA_0021.wav,9
HC_A2_0055.wav,19
HC_U1_0072.wav,17
HC_O2_0082.wav,17
PD_E1_0115.wav,15
HC_TOMAS_0131.wav,7
PD_E1_0066.wav,25
PD_BURRO_0011.wav,7
HC_CALLE_0140.wav,13
HC_PIDIO_0081.wav,12
PD_I3_0032.wav,18
PD_PETACA_BLANCA_0020.wav,5
HC_A1_0034.wav,21
HC_O2_0116.wav,20
HC_A2_0083.wav,16
HC_U2_0135.wav,14
HC_TOMAS_0132.wav,8
PD_DIABLO_0028.wav,11
PD_SOMBRA_0109.wav,19
PD_PETACA_BLANCA_0066.wav,14
HC_O1_0128.wav,35
HC_E2_0105.wav,17
HC_U1_0140.wav,21
PD_DIABLO_0030.wav,11
PD_ABLANDADA_0018.wav,15
PD_ABLANDADA_0004.wav,9
PD_O1_0109.wav,10
PD_ESPONTANEA_0039.wav,104
PD_E3_0031.wav,14
PD_CALLE_0041.wav,19
PD_GANGA_0023.wav,5
PD_BARBAS_0046.wav,15
PD_GANGA_0039.wav,7
HC_TOMAS_0082.wav,7
PD_O2_0117.wav,13
HC_I1_0083.wav,22
HC_CARMEN_0137.wav,9
PD_I2_0015.wav,24
HC_PATATA_BLANDA_0075.wav,13
HC_CARMEN_0085.wav,9
HC_PIDIO_0055.wav,14
PD_BARBAS_0032.wav,19
HC_BURRO_0052.wav,10
PD_A2_0014.wav,16
PD_O1_0113.wav,22
PD_U1_0007.wav,18
HC_MANGA_0134.wav,10
HC_I1_0137.wav,42
HC_U1_0120.wav,23
HC_I2_0112.wav,23
HC_BARBAS_0145.wav,24
PD_O2_0058.wav,22
PD_U1_0014.wav,21
HC_PATAKA_0048.wav,47
PD_PATAKA_0046.wav,48
PD_E2_0046.wav,19
PD_PATAKA_0035.wav,27
PD_I1_0042.wav,28
PD_U1_0031.wav,18
PD_I1_0044.wav,22
HC_E1_0112.wav,24
HC_E1_0134.wav,20
PD_A2_0111.wav,26
HC_A2_0132.wav,6
HC_PAN_VINO_0055.wav,7
HC_ESPONTANEA_0138.wav,367
PD_ACAMPADA_0016.wav,8
HC_I1_0062.wav,20
PD_A1_0031.wav,13
HC_BURRO_0135.wav,8
HC_A1_0105.wav,14
PD_PETACA_BLANCA_0040.wav,8
PD_I1_0031.wav,15
PD_ACAMPADA_0066.wav,13
HC_E2_0063.wav,20
HC_PATAKA_0144.wav,69
HC_O2_0131.wav,12
PD_PETACA_BLANCA_0004.wav,7
PD_O2_0111.wav,17
PD_PATATA_BLANDA_0013.wav,9
PD_GANGA_0041.wav,11
HC_CALLE_0036.wav,15
HC_BARBAS_0140.wav,22
PD_ABLANDADA_0039.wav,9
HC_MANGA_0136.wav,7
HC_ESPONTANEA_0087.wav,140
HC_PERRO_0134.wav,8
PD_PERRO_0042.wav,9
PD_BURRO_0027.wav,7
PD_PETACA_BLANCA_0026.wav,11
PD_CARMEN_0038.wav,8
HC_MANGA_0140.wav,9
PD_PAN_VINO_0023.wav,6
PD_PETACA_BLANCA_0027.wav,8
HC_GANGA_0143.wav,4
PD_DIABLO_0039.wav,11
HC_PATAKA_0129.wav,41
HC_O2_0135.wav,12
HC_E2_0086.wav,21
PD_PATAKA_0021.wav,40
HC_GANGA_0141.wav,6
PD_O1_0078.wav,21
PD_DIABLO_0047.wav,20
PD_MANGA_0033.wav,6
HC_E1_0141.wav,16
PD_ABLANDADA_0042.wav,15
PD_A2_0022.wav,18
PD_A1_0027.wav,17
PD_GANGA_0021.wav,7
HC_ESPONTANEA_0120.wav,191
HC_I1_0086.wav,19
PD_U1_0046.wav,18
HC_A1_0080.wav,13
HC_PATATA_BLANDA_0065.wav,12
PD_I1_0016.wav,16
HC_MANGA_0139.wav,8
PD_TOMAS_0025.wav,7
PD_PETACA_BLANCA_0017.wav,9
PD_E2_0079.wav,16
PD_O2_0042.wav,32
HC_MANGA_0048.wav,6
PD_PAN_VINO_0027.wav,6
HC_DIABLO_0132.wav,16
PD_I2_0031.wav,17
HC_O1_0034.wav,29
PD_DIABLO_0032.wav,17
HC_GANGA_0132.wav,8
HC_SOMBRA_0081.wav,18
HC_PETACA_BLANCA_0121.wav,13
PD_BURRO_0020.wav,8
HC_I2_0045.wav,18
HC_MANGA_0052.wav,6
HC_DIABLO_0052.wav,15
PD_O2_0070.wav,15
PD_ACAMPADA_0024.wav,8
PD_PATAKA_0031.wav,36
HC_SOMBRA_0128.wav,19
PD_O3_0030.wav,18
PD_PATAKA_0030.wav,53
PD_I2_0040.wav,14
PD_A2_0010.wav,15
PD_TOMAS_0115.wav,7
PD_O2_0030.wav,17
PD_SOMBRA_0117.wav,12
HC_PERRO_0086.wav,8
PD_O1_0024.wav,18
PD_O1_0039.wav,18
PD_ESPONTANEA_0079.wav,146
PD_A2_0009.wav,11
HC_CARMEN_0062.wav,6
PD_U1_0033.wav,18
PD_A1_0037.wav,27
HC_I1_0139.wav,25
HC_CALLE_0130.wav,14
PD_I3_0027.wav,17
PD_I2_0067.wav,18
HC_ESPONTANEA_0075.wav,255
HC_ACAMPADA_0132.wav,11
PD_I3_0018.wav,18
HC_PATATA_BLANDA_0142.wav,14
HC_A2_0034.wav,23
PD_PATATA_BLANDA_0014.wav,8
HC_PIDIO_0136.wav,14
PD_I1_0014.wav,21
HC_PERRO_0045.wav,12
HC_MANGA_0105.wav,6
HC_O2_0133.wav,10
PD_E2_0042.wav,28
HC_BARBAS_0134.wav,18
HC_BARBAS_0135.wav,18
HC_PATAKA_0135.wav,76
PD_GANGA_0032.wav,6
HC_MANGA_0138.wav,6
HC_DIABLO_0085.wav,19
HC_E2_0137.wav,23
HC_PIDIO_0085.wav,20
HC_PAN_VINO_0121.wav,8
PD_O2_0032.wav,18
PD_A2_0018.wav,18
HC_A1_0074.wav,15
HC_PETACA_BLANCA_0085.wav,15
HC_CARMEN_0052.wav,7
PD_MANGA_0032.wav,6
PD_BURRO_0012.wav,10
HC_TOMAS_0112.wav,4
PD_MANGA_0066.wav,9
PD_PATAKA_0047.wav,54
PD_BARBAS_0024.wav,21
PD_A2_0030.wav,20
PD_SOMBRA_0115.wav,14
PD_I2_0019.wav,20
HC_O2_0105.wav,19
PD_CARMEN_0007.wav,10
PD_E3_0012.wav,19
HC_BURRO_0072.wav,11
PD_SOMBRA_0032.wav,17
HC_BARBAS_0061.wav,17
HC_ABLANDADA_0087.wav,14
PD_GANGA_0006.wav,7
HC_TOMAS_0036.wav,6
PD_GANGA_0025.wav,7
PD_CARMEN_0077.wav,6
HC_E2_0085.wav,18
HC_CARMEN_0054.wav,5
HC_MANGA_0034.wav,7
PD_ABLANDADA_0111.wav,16
PD_ABLANDADA_0044.wav,12
HC_ESPONTANEA_0080.wav,88
PD_E1_0006.wav,18
PD_PAN_VINO_0066.wav,8
PD_PERRO_0004.wav,8
HC_MANGA_0053.wav,6
HC_PATATA_BLANDA_0133.wav,11
HC_BARBAS_0053.wav,22
PD_A1_0016.wav,6
PD_I2_0032.wav,18
HC_PAN_VINO_0080.wav,13
PD_O3_0011.wav,21
PD_ACAMPADA_0015.wav,8
HC_U1_0060.wav,22
HC_GANGA_0133.wav,7
HC_E1_0129.wav,20
HC_ABLANDADA_0054.wav,11
HC_A1_0139.wav,18
PD_PATATA_BLANDA_0018.wav,12
HC_CARMEN_0116.wav,11
PD_PATATA_BLANDA_0026.wav,9
PD_DIABLO_0017.wav,13
HC_A2_0053.wav,16
HC_A1_0053.wav,14
HC_PAN_VINO_0064.wav,9
HC_O1_0065.wav,17
PD_E2_0013.wav,15
HC_PIDIO_0138.wav,14
PD_E3_0011.wav,21
HC_PERRO_0065.wav,9
PD_TOMAS_0016.wav,5
HC_ABLANDADA_0074.wav,13
PD_TOMAS_0006.wav,6
PD_O1_0023.wav,18
HC_GANGA_0120.wav,5
PD_A2_0012.wav,17
HC_PATATA_BLANDA_0143.wav,8
PD_O2_0023.wav,18
PD_PAN_VINO_0078.wav,11
HC_U1_0081.wav,19
PD_PAN_VINO_0046.wav,7
HC_PATATA_BLANDA_0083.wav,16
HC_TOMAS_0135.wav,6
PD_SOMBRA_0038.wav,32
PD_SOMBRA_0028.wav,13
PD_A2_0078.wav,16
PD_GANGA_0044.wav,9
HC_PETACA_BLANCA_0112.wav,8
PD_CALLE_0006.wav,13
HC_I2_0087.wav,20
HC_I2_0142.wav,12
HC_DIABLO_0083.wav,13
PD_ABLANDADA_0070.wav,15
HC_BARBAS_0049.wav,22
PD_DIABLO_0006.wav,14
PD_BURRO_0043.wav,7
PD_O3_0016.wav,19
HC_PIDIO_0086.wav,18
PD_DIABLO_0007.wav,16
HC_PETACA_BLANCA_0075.wav,11
HC_E2_0128.wav,35
PD_PETACA_BLANCA_0024.wav,9
HC_ABLANDADA_0056.wav,10
HC_PERRO_0071.wav,9
PD_BARBAS_0040.wav,27
PD_ACAMPADA_0021.wav,8
PD_I3_0006.wav,19
HC_ACAMPADA_0130.wav,9
HC_BURRO_0063.wav,9
PD_PAN_VINO_0013.wav,7
PD_MANGA_0024.wav,7
HC_SOMBRA_0053.wav,20
PD_I2_0058.wav,19
PD_I3_0019.wav,20
HC_CARMEN_0071.wav,9
HC_CALLE_0053.wav,14
HC_GANGA_0122.wav,12
HC_CALLE_0134.wav,12
HC_U1_0083.wav,20
PD_GANGA_0067.wav,8
PD_A2_0006.wav,17
HC_O2_0130.wav,6
HC_PAN_VINO_0056.wav,8
HC_PAN_VINO_0140.wav,15
PD_E1_0014.wav,20
PD_E2_0066.wav,29
HC_DIABLO_0138.wav,18
PD_U1_0009.wav,18
PD_MANGA_0026.wav,4
HC_BURRO_0128.wav,14
HC_PATATA_BLANDA_0139.wav,12
PD_MANGA_0113.wav,6
HC_I2_0135.wav,11
HC_MANGA_0141.wav,5
PD_ABLANDADA_0115.wav,12
PD_I2_0046.wav,22
PD_CARMEN_0012.wav,7
PD_CARMEN_0111.wav,10
PD_DIABLO_0046.wav,13
PD_I1_0010.wav,20
HC_I1_0105.wav,16
HC_TOMAS_0076.wav,8
PD_ABLANDADA_0033.wav,10
HC_O2_0064.wav,17
HC_BURRO_0086.wav,10
PD_ACAMPADA_0019.wav,8
PD_CALLE_0015.wav,16
HC_ABLANDADA_0062.wav,13
PD_O1_0047.wav,20
HC_E2_0120.wav,25
HC_PATATA_BLANDA_0060.wav,11
PD_PATAKA_0041.wav,59
PD_A3_0026.wav,17
HC_O1_0062.wav,21
PD_I3_0004.wav,14
PD_CARMEN_0023.wav,13
HC_O2_0061.wav,20
HC_O1_0056.wav,21
PD_A1_0028.wav,15
PD_PAN_VINO_0030.wav,6
HC_PETACA_BLANCA_0142.wav,12
HC_PIDIO_0052.wav,16
HC_PATAKA_0055.wav,57
HC_A1_0065.wav,16
HC_ABLANDADA_0145.wav,15
PD_U1_0111.wav,22
PD_A1_0018.wav,15
PD_A3_0024.wav,15
PD_A2_0025.wav,16
HC_ABLANDADA_0072.wav,18
HC_TOMAS_0064.wav,5
PD_PIDIO_0038.wav,27
HC_E2_0087.wav,17
HC_SOMBRA_0085.wav,24
PD_A2_0035.wav,26
